classification;Hutform;Hutoberfläche;Hutfarbe;blaeut;Geruch;Lamellenbefestigung;Lamellenabstand;Lamellengroesse;Lamellenfarbe;Stielform;Stielansatz;Stieloberflaeche-ueber-Ring;Stieloberflaeche-unter-Ring;Stielfarbe-ueber-Ring;Stielfarbe-unter-Ring;Velum-Typ;Velum-Farbe;Manschette-Anzahl;Manschette-Typ;Sporenabdruckfarbe;Vorkommen;Habitat
essbar;flach;faserig;weiss;nein;kein;lose;beengt;breit;schwarz;verjuengend;gerade;glatt;faserig;weiss;weiss;partiale;weiss;eine;vergaenglich;braun;reichlich;Gras
essbar;konvex;schuppig;gelb;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
essbar;glockenform;glatt;gelb;ja;Anis;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Gras
essbar;glockenform;schuppig;weiss;ja;Mandel;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Weiden
essbar;konvex;schuppig;weiss;ja;Mandel;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;konvex;glatt;braun;nein;kein;lose;beengt;breit;pink;verjuengend;gerade;faserig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;braun;reichlich;Gras
essbar;konvex;schuppig;weiss;ja;Anis;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;konkav;faserig;braun;nein;kein;lose;nah;eng;schwarz;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einige;Stadt
essbar;konvex;glatt;weiss;ja;Mandel;lose;beengt;eng;weiss;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;violett;einige;Wald
essbar;konvex;schuppig;braun;ja;Anis;lose;nah;breit;weiss;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;glockenform;schuppig;gelb;ja;Mandel;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Gras
essbar;konvex;schuppig;weiss;ja;Mandel;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Gras
essbar;glockenform;schuppig;weiss;ja;Mandel;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Weiden
essbar;glockenform;glatt;gelb;ja;Mandel;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;glockenform;glatt;gelb;ja;Anis;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Weiden
essbar;glockenform;schuppig;gelb;ja;Mandel;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Gras
essbar;konvex;faserig;braun;nein;kein;lose;nah;eng;schwarz;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Stadt
essbar;flach;schuppig;braun;ja;Anis;lose;nah;breit;braun;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Gras
essbar;konvex;schuppig;weiss;ja;Mandel;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;flach;schuppig;gelb;ja;Anis;lose;nah;breit;weiss;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Wege
essbar;glockenform;glatt;weiss;ja;Mandel;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;glockenform;glatt;weiss;ja;Mandel;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Weiden
essbar;konvex;schuppig;braun;ja;Anis;lose;nah;breit;weiss;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einzeln;Gras
essbar;glockenform;glatt;weiss;ja;Mandel;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;konvex;faserig;grau;nein;kein;lose;nah;eng;grau;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Stadt
essbar;glockenform;glatt;gelb;ja;Anis;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;konvex;faserig;gelb;ja;Anis;lose;beengt;eng;braun;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;violett;einige;Wald
essbar;glockenform;schuppig;gelb;ja;Mandel;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;flach;schuppig;gelb;ja;Anis;lose;nah;breit;pink;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;glockenform;schuppig;weiss;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Weiden
essbar;glockenform;schuppig;weiss;ja;Mandel;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Weiden
essbar;glockenform;schuppig;gelb;ja;Mandel;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;konvex;schuppig;gelb;ja;Anis;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
essbar;glockenform;glatt;gelb;ja;Anis;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Gras
giftig;konvex;schuppig;weiss;ja;beissend;lose;nah;eng;pink;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Stadt
essbar;konkav;faserig;braun;nein;kein;lose;nah;eng;grau;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Stadt
essbar;flach;faserig;braun;nein;kein;lose;nah;eng;grau;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einige;Stadt
essbar;konvex;glatt;gelb;ja;Mandel;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Weiden
essbar;flach;schuppig;braun;ja;Mandel;lose;nah;breit;pink;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Wege
giftig;konvex;schuppig;weiss;ja;beissend;lose;nah;eng;schwarz;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;glockenform;glatt;weiss;ja;Anis;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Weiden
essbar;flach;faserig;grau;nein;kein;lose;nah;eng;pink;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einige;Stadt
essbar;glockenform;schuppig;gelb;ja;Anis;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Gras
essbar;konvex;schuppig;braun;ja;Mandel;lose;nah;breit;weiss;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Wege
essbar;konvex;faserig;weiss;nein;kein;lose;beengt;breit;pink;verjuengend;gerade;glatt;faserig;weiss;weiss;partiale;weiss;eine;vergaenglich;schwarz;vereinzelt;Gras
essbar;konvex;glatt;weiss;ja;Anis;lose;beengt;eng;weiss;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Wald
essbar;glockenform;glatt;weiss;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Weiden
essbar;flach;glatt;gelb;ja;Mandel;lose;beengt;eng;weiss;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Wald
essbar;konvex;glatt;gelb;ja;Mandel;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
essbar;flach;faserig;grau;nein;kein;lose;nah;eng;grau;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Stadt
essbar;glockenform;glatt;gelb;ja;Mandel;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;konvex;glatt;weiss;ja;Anis;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
essbar;konvex;schuppig;weiss;ja;Anis;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Weiden
essbar;flach;glatt;weiss;ja;Mandel;lose;beengt;eng;braun;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Wald
essbar;konvex;schuppig;gelb;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;glockenform;glatt;weiss;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;konvex;glatt;weiss;ja;Mandel;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Gras
essbar;konvex;faserig;weiss;nein;kein;lose;beengt;breit;schokoladen;verjuengend;gerade;faserig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;schwarz;vereinzelt;Gras
essbar;flach;schuppig;braun;ja;Anis;lose;nah;breit;braun;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einzeln;Wege
giftig;konvex;glatt;weiss;ja;beissend;lose;nah;eng;schwarz;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Stadt
essbar;glockenform;glatt;weiss;ja;Mandel;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Gras
essbar;glockenform;glatt;weiss;ja;Mandel;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Weiden
essbar;glockenform;schuppig;weiss;ja;Anis;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Gras
essbar;glockenform;schuppig;weiss;ja;Mandel;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Gras
essbar;konvex;glatt;gelb;ja;Mandel;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;glockenform;glatt;weiss;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Weiden
essbar;konvex;faserig;gelb;ja;Mandel;lose;beengt;eng;braun;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Wald
essbar;konvex;faserig;grau;nein;kein;lose;nah;eng;braun;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Stadt
essbar;flach;schuppig;gelb;ja;Mandel;lose;nah;breit;braun;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;glockenform;glatt;weiss;ja;Anis;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Weiden
essbar;konvex;glatt;gelb;ja;Mandel;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;konvex;schuppig;gelb;ja;Mandel;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;konvex;schuppig;weiss;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;konkav;faserig;grau;nein;kein;lose;nah;eng;pink;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Stadt
essbar;konvex;glatt;weiss;ja;Mandel;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
giftig;konvex;glatt;weiss;ja;beissend;lose;nah;eng;schwarz;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;konvex;schuppig;gelb;ja;Mandel;lose;nah;breit;braun;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;flach;faserig;weiss;ja;Mandel;lose;beengt;eng;pink;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Wald
essbar;konvex;schuppig;weiss;ja;Anis;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Weiden
essbar;glockenform;schuppig;weiss;ja;Anis;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;konvex;glatt;weiss;ja;Mandel;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Gras
essbar;konvex;glatt;gelb;ja;Mandel;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
giftig;konvex;schuppig;braun;ja;beissend;lose;nah;eng;pink;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einige;Stadt
essbar;glockenform;glatt;gelb;ja;Mandel;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Gras
essbar;konvex;faserig;grau;nein;kein;lose;nah;eng;braun;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einzeln;Stadt
giftig;konvex;schuppig;weiss;ja;beissend;lose;nah;eng;schwarz;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Stadt
essbar;konvex;schuppig;gelb;ja;Anis;lose;nah;breit;braun;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Wege
essbar;flach;faserig;braun;nein;kein;lose;nah;eng;schwarz;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einige;Stadt
essbar;glockenform;glatt;weiss;ja;Anis;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Gras
essbar;konvex;faserig;weiss;ja;Anis;lose;beengt;eng;weiss;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Wald
essbar;konvex;schuppig;weiss;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;glockenform;schuppig;gelb;ja;Anis;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;konvex;schuppig;gelb;ja;Anis;lose;nah;breit;braun;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;flach;schuppig;gelb;ja;Mandel;lose;nah;breit;pink;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Wege
essbar;flach;schuppig;gelb;ja;Mandel;lose;nah;breit;weiss;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einzeln;Wege
essbar;konvex;glatt;weiss;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Gras
essbar;konvex;glatt;weiss;ja;Mandel;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
giftig;konvex;glatt;weiss;ja;beissend;lose;nah;eng;braun;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einige;Stadt
essbar;flach;faserig;weiss;ja;Mandel;lose;beengt;eng;pink;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;violett;einige;Wald
essbar;konvex;glatt;weiss;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;konvex;glatt;weiss;ja;Anis;lose;beengt;eng;pink;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;violett;einige;Wald
essbar;konvex;schuppig;weiss;ja;Mandel;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Weiden
essbar;flach;schuppig;gelb;ja;Anis;lose;nah;breit;weiss;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einzeln;Wege
essbar;konvex;glatt;braun;nein;kein;lose;beengt;breit;pink;verjuengend;gerade;faserig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;schwarz;vereinzelt;Gras
essbar;flach;schuppig;gelb;ja;Mandel;lose;nah;breit;weiss;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Gras
giftig;konvex;glatt;braun;ja;beissend;lose;nah;eng;pink;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;konkav;faserig;braun;nein;kein;lose;nah;eng;grau;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Stadt
essbar;glockenform;schuppig;gelb;ja;Anis;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Weiden
essbar;glockenform;glatt;weiss;ja;Anis;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;glockenform;schuppig;weiss;ja;Anis;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
essbar;flach;faserig;braun;nein;kein;lose;nah;eng;schwarz;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Stadt
essbar;konvex;glatt;weiss;ja;Mandel;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Weiden
essbar;glockenform;schuppig;weiss;ja;Anis;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Gras
essbar;glockenform;schuppig;weiss;ja;Mandel;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
essbar;flach;schuppig;braun;ja;Anis;lose;nah;breit;weiss;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
giftig;konvex;schuppig;weiss;ja;beissend;lose;nah;eng;schwarz;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einige;Gras
essbar;konvex;glatt;weiss;ja;Mandel;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Gras
essbar;konvex;schuppig;weiss;ja;Mandel;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Weiden
essbar;flach;faserig;weiss;ja;Anis;lose;beengt;eng;weiss;verjuengend;knollig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;violett;einige;Wald
essbar;flach;faserig;grau;nein;kein;lose;nah;eng;grau;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einige;Stadt
essbar;flach;glatt;grau;nein;kein;lose;beengt;breit;pink;verjuengend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;schwarz;reichlich;Gras
essbar;konvex;schuppig;gelb;ja;Mandel;lose;nah;breit;grau;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Weiden
essbar;glockenform;glatt;weiss;ja;Mandel;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Weiden
giftig;flach;schuppig;braun;ja;beissend;lose;nah;eng;weiss;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Stadt
essbar;konvex;glatt;weiss;ja;Anis;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;haeufig;Weiden
giftig;flach;glatt;braun;ja;beissend;lose;nah;eng;weiss;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;einige;Stadt
essbar;konvex;schuppig;weiss;ja;Anis;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;konvex;schuppig;gelb;ja;Mandel;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
essbar;flach;schuppig;gelb;ja;Mandel;lose;nah;breit;braun;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Wege
essbar;konvex;schuppig;braun;ja;Mandel;lose;nah;breit;weiss;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Wege
essbar;flach;schuppig;braun;ja;Mandel;lose;nah;breit;weiss;verdickend;verwurzelt;glatt;schuppig;weiss;weiss;partiale;weiss;eine;haengend;braun;einzeln;Gras
essbar;konvex;schuppig;weiss;ja;Mandel;lose;nah;breit;weiss;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
essbar;flach;faserig;braun;nein;kein;lose;beengt;breit;schokoladen;verjuengend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;schwarz;vereinzelt;Gras
essbar;konvex;glatt;gelb;ja;Anis;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
giftig;konvex;schuppig;weiss;ja;beissend;lose;nah;eng;weiss;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;vereinzelt;Gras
essbar;glockenform;schuppig;gelb;ja;Mandel;lose;nah;breit;braun;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;haeufig;Weiden
essbar;konkav;faserig;braun;nein;kein;lose;nah;eng;pink;verdickend;gerade;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;braun;einige;Stadt
essbar;konvex;glatt;gelb;ja;Anis;lose;nah;breit;schwarz;verdickend;keulenfoermig;glatt;glatt;weiss;weiss;partiale;weiss;eine;haengend;schwarz;vereinzelt;Weiden
